0	1.000000	0.960784	0.941176
1	0.999877	0.958201	0.937486
2	0.999754	0.955617	0.933795
3	0.999631	0.953033	0.930104
4	0.999508	0.950450	0.926413
5	0.999385	0.947866	0.922722
6	0.999262	0.945283	0.919031
7	0.999139	0.942699	0.915340
8	0.999016	0.940115	0.911649
9	0.998893	0.937532	0.907958
10	0.998770	0.934948	0.904268
11	0.998647	0.932364	0.900577
12	0.998524	0.929781	0.896886
13	0.998401	0.927197	0.893195
14	0.998278	0.924614	0.889504
15	0.998155	0.922030	0.885813
16	0.998032	0.919446	0.882122
17	0.997908	0.916863	0.878431
18	0.997785	0.914279	0.874740
19	0.997662	0.911696	0.871050
20	0.997539	0.909112	0.867359
21	0.997416	0.906528	0.863668
22	0.997293	0.903945	0.859977
23	0.997170	0.901361	0.856286
24	0.997047	0.898777	0.852595
25	0.996924	0.896194	0.848904
26	0.996801	0.893610	0.845213
27	0.996678	0.891027	0.841523
28	0.996555	0.888443	0.837832
29	0.996432	0.885859	0.834141
30	0.996309	0.883276	0.830450
31	0.996186	0.880692	0.826759
32	0.996048	0.877862	0.822776
33	0.995802	0.873310	0.816747
34	0.995556	0.868758	0.810719
35	0.995309	0.864206	0.804691
36	0.995063	0.859654	0.798662
37	0.994817	0.855102	0.792634
38	0.994571	0.850550	0.786605
39	0.994325	0.845998	0.780577
40	0.994079	0.841446	0.774548
41	0.993833	0.836894	0.768520
42	0.993587	0.832341	0.762491
43	0.993341	0.827789	0.756463
44	0.993095	0.823237	0.750434
45	0.992849	0.818685	0.744406
46	0.992603	0.814133	0.738378
47	0.992357	0.809581	0.732349
48	0.992111	0.805029	0.726321
49	0.991865	0.800477	0.720292
50	0.991619	0.795925	0.714264
51	0.991373	0.791373	0.708235
52	0.991126	0.786820	0.702207
53	0.990880	0.782268	0.696178
54	0.990634	0.777716	0.690150
55	0.990388	0.773164	0.684122
56	0.990142	0.768612	0.678093
57	0.989896	0.764060	0.672065
58	0.989650	0.759508	0.666036
59	0.989404	0.754956	0.660008
60	0.989158	0.750404	0.653979
61	0.988912	0.745852	0.647951
62	0.988666	0.741300	0.641922
63	0.988420	0.736747	0.635894
64	0.988235	0.732072	0.629927
65	0.988235	0.727028	0.624145
66	0.988235	0.721984	0.618362
67	0.988235	0.716940	0.612580
68	0.988235	0.711895	0.606797
69	0.988235	0.706851	0.601015
70	0.988235	0.701807	0.595233
71	0.988235	0.696763	0.589450
72	0.988235	0.691719	0.583668
73	0.988235	0.686674	0.577885
74	0.988235	0.681630	0.572103
75	0.988235	0.676586	0.566321
76	0.988235	0.671542	0.560538
77	0.988235	0.666498	0.554756
78	0.988235	0.661453	0.548973
79	0.988235	0.656409	0.543191
80	0.988235	0.651365	0.537409
81	0.988235	0.646321	0.531626
82	0.988235	0.641276	0.525844
83	0.988235	0.636232	0.520062
84	0.988235	0.631188	0.514279
85	0.988235	0.626144	0.508497
86	0.988235	0.621100	0.502714
87	0.988235	0.616055	0.496932
88	0.988235	0.611011	0.491150
89	0.988235	0.605967	0.485367
90	0.988235	0.600923	0.479585
91	0.988235	0.595879	0.473802
92	0.988235	0.590834	0.468020
93	0.988235	0.585790	0.462238
94	0.988235	0.580746	0.456455
95	0.988235	0.575702	0.450673
96	0.988189	0.570704	0.445213
97	0.988066	0.565782	0.440292
98	0.987943	0.560861	0.435371
99	0.987820	0.555940	0.430450
100	0.987697	0.551019	0.425529
101	0.987574	0.546098	0.420607
102	0.987451	0.541176	0.415686
103	0.987328	0.536255	0.410765
104	0.987205	0.531334	0.405844
105	0.987082	0.526413	0.400923
106	0.986959	0.521492	0.396002
107	0.986836	0.516571	0.391080
108	0.986713	0.511649	0.386159
109	0.986590	0.506728	0.381238
110	0.986467	0.501807	0.376317
111	0.986344	0.496886	0.371396
112	0.986221	0.491965	0.366474
113	0.986098	0.487043	0.361553
114	0.985975	0.482122	0.356632
115	0.985852	0.477201	0.351711
116	0.985729	0.472280	0.346790
117	0.985606	0.467359	0.341869
118	0.985483	0.462438	0.336947
119	0.985359	0.457516	0.332026
120	0.985236	0.452595	0.327105
121	0.985113	0.447674	0.322184
122	0.984990	0.442753	0.317263
123	0.984867	0.437832	0.312341
124	0.984744	0.432910	0.307420
125	0.984621	0.427989	0.302499
126	0.984498	0.423068	0.297578
127	0.984375	0.418147	0.292657
128	0.983576	0.412795	0.288351
129	0.982099	0.407013	0.284660
130	0.980623	0.401230	0.280969
131	0.979146	0.395448	0.277278
132	0.977670	0.389666	0.273587
133	0.976194	0.383883	0.269896
134	0.974717	0.378101	0.266205
135	0.973241	0.372318	0.262514
136	0.971765	0.366536	0.258824
137	0.970288	0.360754	0.255133
138	0.968812	0.354971	0.251442
139	0.967336	0.349189	0.247751
140	0.965859	0.343406	0.244060
141	0.964383	0.337624	0.240369
142	0.962907	0.331842	0.236678
143	0.961430	0.326059	0.232987
144	0.959954	0.320277	0.229296
145	0.958478	0.314494	0.225606
146	0.957001	0.308712	0.221915
147	0.955525	0.302930	0.218224
148	0.954048	0.297147	0.214533
149	0.952572	0.291365	0.210842
150	0.951096	0.285582	0.207151
151	0.949619	0.279800	0.203460
152	0.948143	0.274018	0.199769
153	0.946667	0.268235	0.196078
154	0.945190	0.262453	0.192388
155	0.943714	0.256671	0.188697
156	0.942238	0.250888	0.185006
157	0.940761	0.245106	0.181315
158	0.939285	0.239323	0.177624
159	0.937809	0.233541	0.173933
160	0.934487	0.228681	0.171396
161	0.930058	0.224375	0.169550
162	0.925629	0.220069	0.167705
163	0.921200	0.215763	0.165859
164	0.916770	0.211457	0.164014
165	0.912341	0.207151	0.162168
166	0.907912	0.202845	0.160323
167	0.903483	0.198539	0.158478
168	0.899054	0.194233	0.156632
169	0.894625	0.189927	0.154787
170	0.890196	0.185621	0.152941
171	0.885767	0.181315	0.151096
172	0.881338	0.177009	0.149250
173	0.876909	0.172703	0.147405
174	0.872480	0.168397	0.145559
175	0.868051	0.164091	0.143714
176	0.863622	0.159785	0.141869
177	0.859193	0.155479	0.140023
178	0.854764	0.151173	0.138178
179	0.850334	0.146867	0.136332
180	0.845905	0.142561	0.134487
181	0.841476	0.138255	0.132641
182	0.837047	0.133948	0.130796
183	0.832618	0.129642	0.128950
184	0.828189	0.125336	0.127105
185	0.823760	0.121030	0.125260
186	0.819331	0.116724	0.123414
187	0.814902	0.112418	0.121569
188	0.810473	0.108112	0.119723
189	0.806044	0.103806	0.117878
190	0.801615	0.099500	0.116032
191	0.797186	0.095194	0.114187
192	0.792572	0.093287	0.112987
193	0.787897	0.092180	0.112003
194	0.783222	0.091073	0.111019
195	0.778547	0.089965	0.110035
196	0.773872	0.088858	0.109050
197	0.769196	0.087751	0.108066
198	0.764521	0.086644	0.107082
199	0.759846	0.085536	0.106098
200	0.755171	0.084429	0.105113
201	0.750496	0.083322	0.104129
202	0.745821	0.082215	0.103145
203	0.741146	0.081107	0.102161
204	0.736471	0.080000	0.101176
205	0.731795	0.078893	0.100192
206	0.727120	0.077785	0.099208
207	0.722445	0.076678	0.098224
208	0.717770	0.075571	0.097240
209	0.713095	0.074464	0.096255
210	0.708420	0.073356	0.095271
211	0.703745	0.072249	0.094287
212	0.699070	0.071142	0.093303
213	0.694394	0.070035	0.092318
214	0.689719	0.068927	0.091334
215	0.685044	0.067820	0.090350
216	0.680369	0.066713	0.089366
217	0.675694	0.065606	0.088381
218	0.671019	0.064498	0.087397
219	0.666344	0.063391	0.086413
220	0.661669	0.062284	0.085429
221	0.656993	0.061176	0.084444
222	0.652318	0.060069	0.083460
223	0.647643	0.058962	0.082476
224	0.640384	0.057209	0.081492
225	0.632757	0.055363	0.080507
226	0.625129	0.053518	0.079523
227	0.617501	0.051672	0.078539
228	0.609873	0.049827	0.077555
229	0.602245	0.047982	0.076571
230	0.594617	0.046136	0.075586
231	0.586990	0.044291	0.074602
232	0.579362	0.042445	0.073618
233	0.571734	0.040600	0.072634
234	0.564106	0.038754	0.071649
235	0.556478	0.036909	0.070665
236	0.548850	0.035063	0.069681
237	0.541223	0.033218	0.068697
238	0.533595	0.031373	0.067712
239	0.525967	0.029527	0.066728
240	0.518339	0.027682	0.065744
241	0.510711	0.025836	0.064760
242	0.503083	0.023991	0.063775
243	0.495456	0.022145	0.062791
244	0.487828	0.020300	0.061807
245	0.480200	0.018454	0.060823
246	0.472572	0.016609	0.059839
247	0.464944	0.014764	0.058854
248	0.457316	0.012918	0.057870
249	0.449689	0.011073	0.056886
250	0.442061	0.009227	0.055902
251	0.434433	0.007382	0.054917
252	0.426805	0.005536	0.053933
253	0.419177	0.003691	0.052949
254	0.411549	0.001845	0.051965
255	0.403922	0.000000	0.050980
